,combination.compound.dt50.sediment,combination.compound.dt50.soil,combination.compound.dt50.surfaceWater,combination.compound.dt50.system,combination.compound.freundlich,combination.compound.henry,combination.compound.koc,combination.compound.molarMass,combination.compound.name,combination.compound.plant_uptake,combination.compound.reference_temperature,combination.compound.vapor_pressure,combination.compound.water_solubility,combination.gap.arguments.apply_every_n_years,combination.gap.arguments.bbch,combination.gap.arguments.interval,combination.gap.arguments.modelCrop,combination.gap.arguments.name,combination.gap.arguments.number_of_applications,combination.gap.arguments.rate,combination.gap.arguments.season,combination.gap.type,combination.scenarios.0,0.compound_pec,0.compound_name
60,6.0,88.36,6.0,6.0,0.90507,0.000761,482.51,300.0,Compound -2251242051670547302,0.0,20.0,0.00095,374.7479,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,6.057247848766485e-10,Compound -2251242051670547302
61,6.0,119.03,6.0,6.0,0.90228,3.66e-05,261.8,300.0,Compound -405986702576346050,0.0,20.0,1.4e-05,111.7306,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0039308636887583,Compound -405986702576346050
62,6.0,131.72,6.0,6.0,0.92364,0.81,20.44,300.0,Compound -7618839046988558631,0.0,20.0,0.24,88.9641,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.1983117190416357,Compound -7618839046988558631
63,6.0,170.3,6.0,6.0,0.95401,0.0259,30.5,300.0,Compound 2466999130962023953,0.0,20.0,2.5,28681.5,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,6.629137153699263,Compound 2466999130962023953
0,6.0,5.4,6.0,6.0,0.93739,0.0204,736.31,300.0,Compound -2183160092670088984,0.0,20.0,0.31,4579.433,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound -2183160092670088984
1,6.0,4.03,6.0,6.0,0.90384,0.00236,9.26,300.0,Compound 4216180251508033580,0.0,20.0,0.62,79099.295,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.1050032992562627,Compound 4216180251508033580
2,6.0,13.81,6.0,6.0,0.92553,6.22,3.62,300.0,Compound -6577024706939619699,0.0,20.0,0.011,0.5445,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.2468800911551823,Compound -6577024706939619699
3,6.0,561.24,6.0,6.0,0.95754,2.04e-08,669.1,300.0,Compound -5017812912481268633,0.0,20.0,1.4e-08,212.0924,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,2.185023412495082,Compound -5017812912481268633
4,6.0,28.63,6.0,6.0,0.98614,0.000479,78.85,300.0,Compound -8535319690452386078,0.0,20.0,0.059,37222.977,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.2568791902190993,Compound -8535319690452386078
5,6.0,123.49,6.0,6.0,0.9195,0.0131,223.41,300.0,Compound 4870602639611386147,0.0,20.0,0.19,4455.5802,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.2507240525065204,Compound 4870602639611386147
6,6.0,29.74,6.0,6.0,0.97281,1.65e-05,76.78,300.0,Compound 6280582238923278525,0.0,20.0,5e-06,90.1641,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.1409999415154686,Compound 6280582238923278525
7,6.0,221.79,6.0,6.0,0.92398,8.79,120.53,300.0,Compound 8988978324212344204,0.0,20.0,0.25,8.4572,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0892695992755673,Compound 8988978324212344204
8,6.0,359.15,6.0,6.0,0.91782,5.86,116.83,300.0,Compound -2946760404834043225,0.0,20.0,0.29,14.8148,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.3489002378011961,Compound -2946760404834043225
9,6.0,114.78,6.0,6.0,0.98528,3.33e-05,427.36,300.0,Compound -5393971138247202530,0.0,20.0,1.1e-06,10.2921,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.1413106900186618,Compound -5393971138247202530
10,6.0,10.57,6.0,6.0,0.98661,1.83,21.36,300.0,Compound 6482111772485889863,0.0,20.0,8.5,1392.9022,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0050527433480291,Compound 6482111772485889863
11,6.0,33.44,6.0,6.0,0.99517,0.432,46.29,300.0,Compound -5076148142942364295,0.0,20.0,0.02,14.1216,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0453628676223957,Compound -5076148142942364295
12,6.0,27.6,6.0,6.0,0.97915,0.0198,16.77,300.0,Compound -2614067981442574139,0.0,20.0,6.4e-07,0.0098,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.2677192400297086,Compound -2614067981442574139
13,6.0,73.42,6.0,6.0,0.92217,0.00319,118.17,300.0,Compound 194665671774806749,0.0,20.0,0.015,1439.0774,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.075596710704702,Compound 194665671774806749
14,6.0,2284.72,6.0,6.0,0.93768,110.0,60.35,300.0,Compound 7510450576409809685,0.0,20.0,0.85,2.3049,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0407953034996828,Compound 7510450576409809685
15,6.0,501.14,6.0,6.0,0.98635,0.000101,9203.37,300.0,Compound 5013268116273088878,0.0,20.0,0.00076,2274.6097,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,1.4445543742853407e-09,Compound 5013268116273088878
16,6.0,275.98,6.0,6.0,0.94593,5.69,306.23,300.0,Compound -2107915957933487076,0.0,20.0,0.44,23.2826,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.1790683763082048,Compound -2107915957933487076
17,6.0,71.92,6.0,6.0,0.98183,9.96e-08,466.03,300.0,Compound -9001356642894163809,0.0,20.0,6.1e-08,182.8237,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0147876483603061,Compound -9001356642894163809
18,6.0,15.33,6.0,6.0,0.93949,0.0107,41.22,300.0,Compound -4390719895296600180,0.0,20.0,0.06,1685.4971,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0127112450096687,Compound -4390719895296600180
19,6.0,6.74,6.0,6.0,0.97307,9.62e-05,9.86,300.0,Compound -5190240957030090765,0.0,20.0,2.5e-05,78.1993,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.472448270275073,Compound -5190240957030090765
20,6.0,274.0,6.0,6.0,0.91298,0.000653,663.27,300.0,Compound -1431575227619015135,0.0,20.0,0.00024,111.4367,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.1270562007893994,Compound -1431575227619015135
21,6.0,5.11,6.0,6.0,0.91584,0.00411,13.76,300.0,Compound -5697589312112851621,0.0,20.0,4.4,321213.6169,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0004818456504563,Compound -5697589312112851621
22,6.0,40.33,6.0,6.0,0.91272,0.000174,133.06,300.0,Compound 1992368764735373047,0.0,20.0,0.00029,504.8071,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0250601962187338,Compound 1992368764735373047
23,6.0,16.71,6.0,6.0,0.91664,0.783,1.2,300.0,Compound 6153238725946930030,0.0,20.0,0.07,26.9613,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.3566170287247524,Compound 6153238725946930030
24,6.0,141.6,6.0,6.0,0.91587,0.0038,106.17,300.0,Compound 2721534662663474823,0.0,20.0,0.018,1436.7847,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.365027579946935,Compound 2721534662663474823
25,6.0,215.77,6.0,6.0,0.90183,2.61e-11,232.04,300.0,Compound 1037618129727057296,0.0,20.0,1.9e-08,216230.9501,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,1.5449627408563569,Compound 1037618129727057296
26,6.0,100.65,6.0,6.0,0.94219,0.00152,142.72,300.0,Compound 1594053941024139270,0.0,20.0,0.18,35241.6813,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.296931643625192,Compound 1594053941024139270
27,6.0,28.69,6.0,6.0,0.98703,2.7,74.42,300.0,Compound 2121513943686372018,0.0,20.0,0.093,10.3276,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0096468813321106,Compound 2121513943686372018
28,6.0,892.65,6.0,6.0,0.94429,1.54e-06,644.51,300.0,Compound -289446840408873044,0.0,20.0,0.0029,565264.458,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.3489405740257297,Compound -289446840408873044
29,6.0,10.01,6.0,6.0,0.97957,0.0142,2166.87,300.0,Compound -2521710540930072270,0.0,20.0,1.5,32528.1227,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound -2521710540930072270
30,6.0,29.32,6.0,6.0,0.98508,1.61e-05,88.66,300.0,Compound 59347273845649664,0.0,20.0,0.11,2087327.1205,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.1104200339169096,Compound 59347273845649664
31,6.0,223.0,6.0,6.0,0.99584,0.00377,6213.8,300.0,Compound 5223064968246400693,0.0,20.0,0.39,31147.1016,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,4.2209296546954856e-08,Compound 5223064968246400693
32,6.0,316.77,6.0,6.0,0.98212,0.000621,1100.79,300.0,Compound -6038808190711753634,0.0,20.0,47.0,22908856.9018,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0014291465745798,Compound -6038808190711753634
33,6.0,22.71,6.0,6.0,0.98103,0.00761,8277.98,300.0,Compound 498269477857179731,0.0,20.0,1.5,61099.2328,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound 498269477857179731
34,6.0,79.52,6.0,6.0,0.99222,2.14,3.32,300.0,Compound -2192363235483285489,0.0,20.0,20.0,2788.1043,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,1.708837929503454,Compound -2192363235483285489
35,6.0,58.95,6.0,6.0,0.92708,0.0453,69.85,300.0,Compound 459953670270686290,0.0,20.0,0.00065,4.2996,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.3158820047178149,Compound 459953670270686290
36,6.0,16.87,6.0,6.0,0.98241,0.168,38.71,300.0,Compound -8312761478812777828,0.0,20.0,0.0026,4.6123,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0027549099072522,Compound -8312761478812777828
37,6.0,7.08,6.0,6.0,0.99927,0.00188,19.74,300.0,Compound 8263506073998512600,0.0,20.0,0.00014,21.8995,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.1687000375004573,Compound 8263506073998512600
38,6.0,5.24,6.0,6.0,0.9751,15.1,1.99,300.0,Compound 3417092580723502803,0.0,20.0,0.23,4.6399,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0006026443599664,Compound 3417092580723502803
39,6.0,40.45,6.0,6.0,0.92591,0.214,46.25,300.0,Compound 3868940185031667053,0.0,20.0,0.78,1094.7488,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0311051425786548,Compound 3868940185031667053
40,6.0,32.62,6.0,6.0,0.99004,0.029,80.2,300.0,Compound -5018762472875194123,0.0,20.0,2.5e-08,0.0003,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.2212402087925205,Compound -5018762472875194123
41,6.0,305.07,6.0,6.0,0.97637,0.579,168.01,300.0,Compound 4781508410729728452,0.0,20.0,0.00018,0.0958,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.902963097629894,Compound 4781508410729728452
42,6.0,5.2,6.0,6.0,0.93388,0.00285,849.01,300.0,Compound -6314099163758039917,0.0,20.0,0.0021,223.7831,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound -6314099163758039917
43,6.0,48.29,6.0,6.0,0.92054,0.121,826.03,300.0,Compound -6889777544094814795,0.0,20.0,1.5,3620.8027,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,1.1549883386355768e-12,Compound -6889777544094814795
44,6.0,96.68,6.0,6.0,0.96403,0.00412,476.9,300.0,Compound 5980811003044871003,0.0,20.0,0.00046,33.6386,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0003975412461527,Compound 5980811003044871003
45,6.0,26.79,6.0,6.0,0.9753,0.0099,43.85,300.0,Compound -9158941972419743368,0.0,20.0,0.028,840.146,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.2757539132980501,Compound -9158941972419743368
46,6.0,2.88,6.0,6.0,0.98066,0.0014,2538.92,300.0,Compound -1041211736454132151,0.0,20.0,0.021,4443.63,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0,Compound -1041211736454132151
47,6.0,17.81,6.0,6.0,0.94979,2.08e-07,48.34,300.0,Compound 4243001130114356319,0.0,20.0,0.00012,169591.6498,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0922307983818681,Compound 4243001130114356319
48,6.0,16.61,6.0,6.0,0.90451,0.000391,0.69,300.0,Compound 665881380037217459,0.0,20.0,3.1e-05,23.5668,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.3197283168003312,Compound 665881380037217459
49,6.0,90.83,6.0,6.0,0.90799,0.998,106.74,300.0,Compound -5748295207807798292,0.0,20.0,24.0,7233.1947,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.3179654670634553,Compound -5748295207807798292
50,6.0,81.64,6.0,6.0,0.9184,0.0123,70.55,300.0,Compound 2697665628979711538,0.0,20.0,0.51,12453.235,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.4622871863799282,Compound 2697665628979711538
51,6.0,0.66,6.0,6.0,0.91741,3.63e-08,751.54,300.0,Compound 5785582373190828572,0.0,20.0,2.8e-05,227961.3325,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound 5785582373190828572
52,6.0,16.67,6.0,6.0,0.95482,0.666,10.64,300.0,Compound 2517841393370458472,0.0,20.0,0.024,10.6143,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.1910162078716312,Compound 2517841393370458472
53,6.0,5.63,6.0,6.0,0.93094,6.52e-06,1260.11,300.0,Compound 2979326993322268494,0.0,20.0,0.0057,263151.0573,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound 2979326993322268494
54,6.0,847.94,6.0,6.0,0.99877,9.95,193.44,300.0,Compound 8911353035712214994,0.0,20.0,0.87,26.2246,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.4613127693825621,Compound 8911353035712214994
55,6.0,32.11,6.0,6.0,0.9169,5.62e-07,49.92,300.0,Compound 107043733933748276,0.0,20.0,0.001,548692.7209,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.3143537453568113,Compound 107043733933748276
56,6.0,394.98,6.0,6.0,0.99686,0.535,8301.84,300.0,Compound 365660850042601553,0.0,20.0,0.0012,0.6792,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,4.920146699408459e-10,Compound 365660850042601553
57,6.0,266.81,6.0,6.0,0.98685,8.95e-06,421.3,300.0,Compound 3445560581240161112,0.0,20.0,2.9e-07,9.5866,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,1.8973032881794616,Compound 3445560581240161112
58,6.0,65.68,6.0,6.0,0.91219,0.00353,168.66,300.0,Compound 7170678472200122690,0.0,20.0,0.0044,372.0154,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0454456076427889,Compound 7170678472200122690
59,6.0,68.0,6.0,6.0,0.98278,16.0,90.12,300.0,Compound 6463701738298723316,0.0,20.0,5.7,105.8626,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0727665042771107,Compound 6463701738298723316
60,6.0,94.08,6.0,6.0,0.95169,0.0109,229.79,300.0,Compound 1012082205259273231,0.0,20.0,1.3,35784.5946,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.1571217200746576,Compound 1012082205259273231
61,6.0,6.36,6.0,6.0,0.96004,1.24e-05,4.27,300.0,Compound -7665671718949643969,0.0,20.0,6.1e-06,147.7094,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0184295912913257,Compound -7665671718949643969
62,6.0,189.9,6.0,6.0,0.98689,0.0105,51.51,300.0,Compound 825499593304131510,0.0,20.0,0.0064,182.0818,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,7.734963262479301,Compound 825499593304131510
63,6.0,36.02,6.0,6.0,0.92485,3.66e-08,97.91,300.0,Compound 7004242350577027532,0.0,20.0,7.5e-09,61.7773,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0022025727138699,Compound 7004242350577027532
0,6.0,7.03,6.0,6.0,0.961,0.00826,6227.92,300.0,Compound 646675439438106982,0.0,20.0,2.7,98217.248,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound 646675439438106982
1,6.0,1962.13,6.0,6.0,0.93916,9.68e-07,5110.09,300.0,Compound 6619454935951088963,0.0,20.0,6.8e-05,21003.0855,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,2.4906400966183577e-12,Compound 6619454935951088963
2,6.0,48.63,6.0,6.0,0.99954,6.63e-05,127.92,300.0,Compound 2747043774113749771,0.0,20.0,0.011,47596.964,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.3540488481892705,Compound 2747043774113749771
3,6.0,44.85,6.0,6.0,0.98888,0.00917,998.97,300.0,Compound 3912103470569967982,0.0,20.0,0.0095,309.5836,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,1.2490326446477224e-06,Compound 3912103470569967982
4,6.0,14.6,6.0,6.0,0.9832,0.0339,133.38,300.0,Compound -3519672354391320706,0.0,20.0,5.7e-05,0.5025,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0024456474810465,Compound -3519672354391320706
5,6.0,57.91,6.0,6.0,0.9711,1.31e-06,301.22,300.0,Compound -7967132092923603346,0.0,20.0,6.1e-06,1388.9918,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0182865923425546,Compound -7967132092923603346
6,6.0,46.11,6.0,6.0,0.94381,3.61,186.12,300.0,Compound 5627944321375897867,0.0,20.0,160.0,13258.497,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0039130364146003,Compound 5627944321375897867
7,6.0,210.04,6.0,6.0,0.93208,154.0,180.86,300.0,Compound 2677764472475095518,0.0,20.0,0.055,0.1076,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0070724555745143,Compound 2677764472475095518
8,6.0,77.49,6.0,6.0,0.96503,0.000263,298.36,300.0,Compound 2677911035541825816,0.0,20.0,3.7e-05,42.2275,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0653412474055189,Compound 2677911035541825816
9,6.0,6.81,6.0,6.0,0.97353,0.0124,9.76,300.0,Compound -1064660178290255892,0.0,20.0,0.47,11346.4804,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0087584203691305,Compound -1064660178290255892
10,6.0,517.99,6.0,6.0,0.95401,9.16e-06,804.54,300.0,Compound 5808763238728819525,0.0,20.0,2.3e-07,7.4567,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,1.160867996424674,Compound 5808763238728819525
11,6.0,238.19,6.0,6.0,0.90623,3.1e-07,1038.2,300.0,Compound -3915005349595333419,0.0,20.0,7.7e-07,742.5786,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,7.047193541315442e-05,Compound -3915005349595333419
12,6.0,154.19,6.0,6.0,0.96225,1.35e-07,351.85,300.0,Compound 9002234491375792025,0.0,20.0,1.9e-06,4137.9825,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0733272040426257,Compound 9002234491375792025
13,6.0,1642.95,6.0,6.0,0.9724,7.54e-05,6559.92,300.0,Compound 3609417008987444678,0.0,20.0,0.0035,14079.6865,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,4.5088273423539066e-17,Compound 3609417008987444678
14,6.0,50.89,6.0,6.0,0.99868,1.2,6.83,300.0,Compound -3039231387671901895,0.0,20.0,0.00039,0.0967,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.4324991239097336,Compound -3039231387671901895
15,6.0,4.18,6.0,6.0,0.91677,0.00635,25.46,300.0,Compound -7891419256919467917,0.0,20.0,0.01,475.7081,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0013059139331838,Compound -7891419256919467917
16,6.0,482.51,6.0,6.0,0.9252,3.85e-06,750.29,300.0,Compound 3667354957026569918,0.0,20.0,3.3e-05,2588.5111,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.632626545819319,Compound 3667354957026569918
17,6.0,39.23,6.0,6.0,0.95576,0.836,175.64,300.0,Compound 5866890809016635620,0.0,20.0,1.5,527.4698,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0005147702250248,Compound 5866890809016635620
18,6.0,12.53,6.0,6.0,0.92806,6.18e-05,36.15,300.0,Compound 1844985596389324296,0.0,20.0,0.026,125641.3254,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0176874222353957,Compound 1844985596389324296
19,6.0,1006.01,6.0,6.0,0.9493,0.00232,3209.82,300.0,Compound -377592908307249592,0.0,20.0,1.2e-07,0.0159,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,2.429871081243141e-06,Compound -377592908307249592
20,6.0,272.48,6.0,6.0,0.93892,0.000637,637.83,300.0,Compound -7165656053770895781,0.0,20.0,0.072,33710.4766,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.2545874648690621,Compound -7165656053770895781
21,6.0,40.09,6.0,6.0,0.95003,1.07e-06,292.96,300.0,Compound 5866423100801268991,0.0,20.0,3e-05,8547.5815,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.000707246416843,Compound 5866423100801268991
22,6.0,369.37,6.0,6.0,0.97516,0.0438,1061.56,300.0,Compound 6904334057328007784,0.0,20.0,4.5,30634.8265,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.2012311180732438,Compound 6904334057328007784
23,6.0,40.02,6.0,6.0,0.97561,0.000658,133.2,300.0,Compound 8869543534322464805,0.0,20.0,1.6e-05,7.3008,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0920820624051081,Compound 8869543534322464805
24,6.0,41.02,6.0,6.0,0.95797,0.00329,115.27,300.0,Compound 2343162230240326202,0.0,20.0,0.0012,113.4826,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0895229468599033,Compound 2343162230240326202
25,6.0,270.36,6.0,6.0,0.98889,5.13e-07,88914.27,300.0,Compound -7117094422345050173,0.0,20.0,5.9e-05,34659.7693,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0,Compound -7117094422345050173
26,6.0,5.22,6.0,6.0,0.99318,0.05,1.66,300.0,Compound 4882108238247903172,0.0,20.0,0.013,76.6807,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0143375040856307,Compound 4882108238247903172
27,6.0,47.44,6.0,6.0,0.97129,0.000156,108.35,300.0,Compound -1913271991348286401,0.0,20.0,0.002,3844.0899,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0561706670230029,Compound -1913271991348286401
28,6.0,43.31,6.0,6.0,0.96803,0.00203,222.88,300.0,Compound 8974216560375436778,0.0,20.0,0.033,4909.8377,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0004341416622154,Compound 8974216560375436778
29,6.0,47.27,6.0,6.0,0.96512,0.0755,183.63,300.0,Compound 8151864890292714593,0.0,20.0,0.56,2207.9622,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0452453713838371,Compound 8151864890292714593
30,6.0,50.59,6.0,6.0,0.97047,1.92e-07,269.12,300.0,Compound -1616311011780644008,0.0,20.0,4.3e-05,67553.6403,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0203329069148564,Compound -1616311011780644008
31,6.0,41.66,6.0,6.0,0.9926,3.6e-07,103.62,300.0,Compound 2247373308978083221,0.0,20.0,7e-07,580.4796,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.3139305967547676,Compound 2247373308978083221
32,6.0,47.03,6.0,6.0,0.94568,2.02e-07,53.15,300.0,Compound -4980039680661366125,0.0,20.0,2.2e-08,32.1173,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.3587608806963645,Compound -4980039680661366125
33,6.0,695.34,6.0,6.0,0.99636,0.00869,982.82,300.0,Compound 6969485885908181640,0.0,20.0,0.0059,202.8091,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,1.9338632943037168,Compound 6969485885908181640
34,6.0,5.42,6.0,6.0,0.97379,1.49e-07,17.39,300.0,Compound 7870554105270176211,0.0,20.0,0.00035,697370.705,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.1102877652082069,Compound 7870554105270176211
35,6.0,21.24,6.0,6.0,0.94455,7.22,12.33,300.0,Compound 113090527966182911,0.0,20.0,2.1,88.388,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.1420092055434695,Compound 113090527966182911
36,6.0,6.37,6.0,6.0,0.95964,1.43e-08,5.6,300.0,Compound -7528766228540354324,0.0,20.0,7.2e-11,1.502,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.8045094299930486,Compound -7528766228540354324
37,6.0,304.42,6.0,6.0,0.95981,0.0145,791.43,300.0,Compound -6822228209592619367,0.0,20.0,0.0034,70.5266,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.1460679556054867,Compound -6822228209592619367
38,6.0,251.22,6.0,6.0,0.97973,0.000285,5677.19,300.0,Compound -2786957087005944552,0.0,20.0,8.8e-05,92.8804,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,2.817670326624353e-10,Compound -2786957087005944552
39,6.0,153.31,6.0,6.0,0.97037,1.07e-09,738.31,300.0,Compound 4952325757817385610,0.0,20.0,7.2e-09,2015.854,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0239337262004473,Compound 4952325757817385610
40,6.0,169.15,6.0,6.0,0.9377,6.47e-08,471.73,300.0,Compound 7122456491140801719,0.0,20.0,6.1e-09,28.2853,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.133904425457028,Compound 7122456491140801719
41,6.0,31.15,6.0,6.0,0.93406,4.29e-08,50.88,300.0,Compound 8935492060559752812,0.0,20.0,6.4e-06,44750.6287,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0458283876975737,Compound 8935492060559752812
42,6.0,869.45,6.0,6.0,0.93803,1.24e-06,3216.55,300.0,Compound 4318172501109531608,0.0,20.0,1.9e-05,4614.7961,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound 4318172501109531608
43,6.0,965.8,6.0,6.0,0.93598,0.000247,2755.23,300.0,Compound -2775333998064582432,0.0,20.0,23.0,27705245.2113,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,4.377393723790718e-07,Compound -2775333998064582432
44,6.0,35.58,6.0,6.0,0.94885,0.00257,91.48,300.0,Compound 6126189403440344474,0.0,20.0,0.087,10151.5761,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0517831909747601,Compound 6126189403440344474
